RuleSet,,,org.example.rules
BRONZE,C44519,Basal cell carcinoma of skin of other part of trunk,TRUE
BRONZE,C44520,Squamous cell carcinoma of anal skin,TRUE
BRONZE,C44521,Squamous cell carcinoma of skin of breast,TRUE
BRONZE,C44529,Squamous cell carcinoma of skin of other part of trunk,TRUE
BRONZE,C44590,Other specified malignant neoplasm of anal skin,TRUE
BRONZE,C44591,Other specified malignant neoplasm of skin of breast,TRUE
BRONZE,C44599,Other specified malignant neoplasm of skin of other part of trunk,TRUE
BRONZE,C44601,"Unspecified malignant neoplasm of skin of unspecified upper limb, including shoulder",TRUE
BRONZE,C44602,"Unspecified malignant neoplasm of skin of right upper limb, including shoulder",TRUE
BRONZE,C44609,"Unspecified malignant neoplasm of skin of left upper limb, including shoulder",TRUE
BRONZE,C44611,"Basal cell carcinoma of skin of unspecified upper limb, including shoulder",TRUE
BRONZE,C44612,"Basal cell carcinoma of skin of right upper limb, including shoulder",TRUE
BRONZE,C44619,"Basal cell carcinoma of skin of left upper limb, including shoulder",TRUE
BRONZE,C44621,"Squamous cell carcinoma of skin of unspecified upper limb, including shoulder",TRUE
BRONZE,C44622,"Squamous cell carcinoma of skin of right upper limb, including shoulder",TRUE
BRONZE,C44629,"Squamous cell carcinoma of skin of left upper limb, including shoulder",TRUE
BRONZE,C44691,"Other specified malignant neoplasm of skin of unspecified upper limb, including shoulder",TRUE
BRONZE,C44692,"Other specified malignant neoplasm of skin of right upper limb, including shoulder",TRUE
BRONZE,C44699,"Other specified malignant neoplasm of skin of left upper limb, including shoulder",TRUE
BRONZE,C44701,"Unspecified malignant neoplasm of skin of unspecified lower limb, including hip",TRUE
BRONZE,C44702,"Unspecified malignant neoplasm of skin of right lower limb, including hip",TRUE
BRONZE,C44709,"Unspecified malignant neoplasm of skin of left lower limb, including hip",TRUE
BRONZE,C44711,"Basal cell carcinoma of skin of unspecified lower limb, including hip",TRUE
BRONZE,C44712,"Basal cell carcinoma of skin of right lower limb, including hip",TRUE
BRONZE,C44719,"Basal cell carcinoma of skin of left lower limb, including hip",TRUE
BRONZE,C44721,"Squamous cell carcinoma of skin of unspecified lower limb, including hip",TRUE
BRONZE,C44722,"Squamous cell carcinoma of skin of right lower limb, including hip",TRUE
BRONZE,C44729,"Squamous cell carcinoma of skin of left lower limb, including hip",TRUE
BRONZE,C44791,"Other specified malignant neoplasm of skin of unspecified lower limb, including hip",TRUE
BRONZE,C44792,"Other specified malignant neoplasm of skin of right lower limb, including hip",TRUE
BRONZE,C44799,"Other specified malignant neoplasm of skin of left lower limb, including hip",TRUE
BRONZE,C4480,Unspecified malignant neoplasm of overlapping sites of skin,TRUE
BRONZE,C4481,Basal cell carcinoma of overlapping sites of skin,TRUE
BRONZE,C4482,Squamous cell carcinoma of overlapping sites of skin,TRUE
BRONZE,C4489,Other specified malignant neoplasm of overlapping sites of skin,TRUE
BRONZE,C4490,"Unspecified malignant neoplasm of skin, unspecified",TRUE
BRONZE,C4491,"Basal cell carcinoma of skin, unspecified",TRUE
BRONZE,C4492,"Squamous cell carcinoma of skin, unspecified",TRUE
BRONZE,C4499,"Other specified malignant neoplasm of skin, unspecified",TRUE
BRONZE,C450,Mesothelioma of pleura,TRUE
BRONZE,C451,Mesothelioma of peritoneum,TRUE
BRONZE,C452,Mesothelioma of pericardium,TRUE
BRONZE,C457,Mesothelioma of other sites,TRUE
BRONZE,C459,"Mesothelioma, unspecified",TRUE
BRONZE,C460,Kaposi's sarcoma of skin,TRUE
BRONZE,C461,Kaposi's sarcoma of soft tissue,TRUE
BRONZE,C462,Kaposi's sarcoma of palate,TRUE
BRONZE,C463,Kaposi's sarcoma of lymph nodes,TRUE
BRONZE,C464,Kaposi's sarcoma of gastrointestinal sites,TRUE
BRONZE,C4650,Kaposi's sarcoma of unspecified lung,TRUE
BRONZE,C4651,Kaposi's sarcoma of right lung,TRUE
BRONZE,C4652,Kaposi's sarcoma of left lung,TRUE
BRONZE,C467,Kaposi's sarcoma of other sites,TRUE
BRONZE,C469,"Kaposi's sarcoma, unspecified",TRUE
BRONZE,C470,"Malignant neoplasm of peripheral nerves of head, face and neck",TRUE
BRONZE,C4710,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder",TRUE
BRONZE,C4711,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder",TRUE
BRONZE,C4712,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder",TRUE
BRONZE,C4720,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip",TRUE
BRONZE,C4721,"Malignant neoplasm of peripheral nerves of right lower limb, including hip",TRUE
BRONZE,C4722,"Malignant neoplasm of peripheral nerves of left lower limb, including hip",TRUE
BRONZE,C473,Malignant neoplasm of peripheral nerves of thorax,TRUE
BRONZE,C474,Malignant neoplasm of peripheral nerves of abdomen,TRUE
BRONZE,C475,Malignant neoplasm of peripheral nerves of pelvis,TRUE
BRONZE,C476,"Malignant neoplasm of peripheral nerves of trunk, unspecified",TRUE
BRONZE,C478,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,TRUE
BRONZE,C479,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",TRUE
BRONZE,C480,Malignant neoplasm of retroperitoneum,TRUE
BRONZE,C481,Malignant neoplasm of specified parts of peritoneum,TRUE
BRONZE,C482,"Malignant neoplasm of peritoneum, unspecified",TRUE
BRONZE,C488,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,TRUE
BRONZE,C490,"Malignant neoplasm of connective and soft tissue of head, face and neck",TRUE
BRONZE,C4910,"Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder",TRUE
BRONZE,C4911,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder",TRUE
BRONZE,C4912,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder",TRUE
BRONZE,C4920,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip",TRUE
BRONZE,C4921,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",TRUE
BRONZE,C4922,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",TRUE
BRONZE,C493,Malignant neoplasm of connective and soft tissue of thorax,TRUE
BRONZE,C494,Malignant neoplasm of connective and soft tissue of abdomen,TRUE
BRONZE,C495,Malignant neoplasm of connective and soft tissue of pelvis,TRUE
BRONZE,C496,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",TRUE
BRONZE,C498,Malignant neoplasm of overlapping sites of connective and soft tissue,TRUE
BRONZE,C499,"Malignant neoplasm of connective and soft tissue, unspecified",TRUE
BRONZE,C49A0,"Gastrointestinal stromal tumor, unspecified site",TRUE
BRONZE,C49A1,Gastrointestinal stromal tumor of esophagus,TRUE
BRONZE,C49A2,Gastrointestinal stromal tumor of stomach,TRUE
BRONZE,C49A3,Gastrointestinal stromal tumor of small intestine,TRUE
BRONZE,C49A4,Gastrointestinal stromal tumor of large intestine,TRUE
BRONZE,C49A5,Gastrointestinal stromal tumor of rectum,TRUE
BRONZE,C49A9,Gastrointestinal stromal tumor of other sites,TRUE
BRONZE,C50011,"Malignant neoplasm of nipple and areola, right female breast",TRUE
BRONZE,C50012,"Malignant neoplasm of nipple and areola, left female breast",TRUE
BRONZE,C50019,"Malignant neoplasm of nipple and areola, unspecified female breast",TRUE
BRONZE,C50021,"Malignant neoplasm of nipple and areola, right male breast",TRUE
BRONZE,C50022,"Malignant neoplasm of nipple and areola, left male breast",TRUE
BRONZE,C50029,"Malignant neoplasm of nipple and areola, unspecified male breast",TRUE
BRONZE,C50111,Malignant neoplasm of central portion of right female breast,TRUE
BRONZE,C50112,Malignant neoplasm of central portion of left female breast,TRUE
BRONZE,C50119,Malignant neoplasm of central portion of unspecified female breast,TRUE
BRONZE,C50121,Malignant neoplasm of central portion of right male breast,TRUE
BRONZE,C50122,Malignant neoplasm of central portion of left male breast,TRUE
BRONZE,C50129,Malignant neoplasm of central portion of unspecified male breast,TRUE
BRONZE,C50211,Malignant neoplasm of upper-inner quadrant of right female breast,TRUE
BRONZE,C50212,Malignant neoplasm of upper-inner quadrant of left female breast,TRUE
BRONZE,C50219,Malignant neoplasm of upper-inner quadrant of unspecified female breast,TRUE
BRONZE,C50221,Malignant neoplasm of upper-inner quadrant of right male breast,TRUE
BRONZE,C50222,Malignant neoplasm of upper-inner quadrant of left male breast,TRUE
BRONZE,C50229,Malignant neoplasm of upper-inner quadrant of unspecified male breast,TRUE
BRONZE,C50311,Malignant neoplasm of lower-inner quadrant of right female breast,TRUE
BRONZE,C50312,Malignant neoplasm of lower-inner quadrant of left female breast,TRUE
BRONZE,C50319,Malignant neoplasm of lower-inner quadrant of unspecified female breast,TRUE
BRONZE,C50321,Malignant neoplasm of lower-inner quadrant of right male breast,TRUE
BRONZE,C50322,Malignant neoplasm of lower-inner quadrant of left male breast,TRUE
BRONZE,C50329,Malignant neoplasm of lower-inner quadrant of unspecified male breast,TRUE
BRONZE,C50411,Malignant neoplasm of upper-outer quadrant of right female breast,TRUE
BRONZE,C50412,Malignant neoplasm of upper-outer quadrant of left female breast,TRUE
BRONZE,C50419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,TRUE
BRONZE,C50421,Malignant neoplasm of upper-outer quadrant of right male breast,TRUE
BRONZE,C50422,Malignant neoplasm of upper-outer quadrant of left male breast,TRUE
BRONZE,C50429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,TRUE
BRONZE,C50511,Malignant neoplasm of lower-outer quadrant of right female breast,TRUE
BRONZE,C50512,Malignant neoplasm of lower-outer quadrant of left female breast,TRUE
BRONZE,C50519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,TRUE
BRONZE,C50521,Malignant neoplasm of lower-outer quadrant of right male breast,TRUE
BRONZE,C50522,Malignant neoplasm of lower-outer quadrant of left male breast,TRUE
BRONZE,C50529,Malignant neoplasm of lower-outer quadrant of unspecified male breast,TRUE
BRONZE,C50611,Malignant neoplasm of axillary tail of right female breast,TRUE
BRONZE,C50612,Malignant neoplasm of axillary tail of left female breast,TRUE
BRONZE,C50619,Malignant neoplasm of axillary tail of unspecified female breast,TRUE
BRONZE,C50621,Malignant neoplasm of axillary tail of right male breast,TRUE
BRONZE,C50622,Malignant neoplasm of axillary tail of left male breast,TRUE
BRONZE,C50629,Malignant neoplasm of axillary tail of unspecified male breast,TRUE
BRONZE,C50811,Malignant neoplasm of overlapping sites of right female breast,TRUE
BRONZE,C50812,Malignant neoplasm of overlapping sites of left female breast,TRUE
BRONZE,C50819,Malignant neoplasm of overlapping sites of unspecified female breast,TRUE
BRONZE,C50821,Malignant neoplasm of overlapping sites of right male breast,TRUE
BRONZE,C50822,Malignant neoplasm of overlapping sites of left male breast,TRUE
BRONZE,C50829,Malignant neoplasm of overlapping sites of unspecified male breast,TRUE
BRONZE,C50911,Malignant neoplasm of unspecified site of right female breast,TRUE
BRONZE,C50912,Malignant neoplasm of unspecified site of left female breast,TRUE
BRONZE,C50919,Malignant neoplasm of unspecified site of unspecified female breast,TRUE
BRONZE,C50921,Malignant neoplasm of unspecified site of right male breast,TRUE
BRONZE,C50922,Malignant neoplasm of unspecified site of left male breast,TRUE
BRONZE,C50929,Malignant neoplasm of unspecified site of unspecified male breast,TRUE
BRONZE,C510,Malignant neoplasm of labium majus,TRUE
BRONZE,C511,Malignant neoplasm of labium minus,TRUE
BRONZE,C512,Malignant neoplasm of clitoris,TRUE
BRONZE,C518,Malignant neoplasm of overlapping sites of vulva,TRUE
BRONZE,C519,"Malignant neoplasm of vulva, unspecified",TRUE
BRONZE,C52,Malignant neoplasm of vagina,TRUE
BRONZE,C530,Malignant neoplasm of endocervix,TRUE
BRONZE,C531,Malignant neoplasm of exocervix,TRUE
BRONZE,C538,Malignant neoplasm of overlapping sites of cervix uteri,TRUE
BRONZE,C539,"Malignant neoplasm of cervix uteri, unspecified",TRUE
BRONZE,C540,Malignant neoplasm of isthmus uteri,TRUE
BRONZE,C541,Malignant neoplasm of endometrium,TRUE
BRONZE,C542,Malignant neoplasm of myometrium,TRUE
BRONZE,C543,Malignant neoplasm of fundus uteri,TRUE
BRONZE,C548,Malignant neoplasm of overlapping sites of corpus uteri,TRUE
BRONZE,C549,"Malignant neoplasm of corpus uteri, unspecified",TRUE
BRONZE,C55,"Malignant neoplasm of uterus, part unspecified",TRUE
BRONZE,C561,Malignant neoplasm of right ovary,TRUE
BRONZE,C562,Malignant neoplasm of left ovary,TRUE
BRONZE,C569,Malignant neoplasm of unspecified ovary,TRUE
BRONZE,C5700,Malignant neoplasm of unspecified fallopian tube,TRUE
BRONZE,C5701,Malignant neoplasm of right fallopian tube,TRUE
BRONZE,C5702,Malignant neoplasm of left fallopian tube,TRUE
BRONZE,C5710,Malignant neoplasm of unspecified broad ligament,TRUE
BRONZE,C5711,Malignant neoplasm of right broad ligament,TRUE
BRONZE,C5712,Malignant neoplasm of left broad ligament,TRUE
BRONZE,C5720,Malignant neoplasm of unspecified round ligament,TRUE
BRONZE,C5721,Malignant neoplasm of right round ligament,TRUE
BRONZE,C5722,Malignant neoplasm of left round ligament,TRUE
BRONZE,C573,Malignant neoplasm of parametrium,TRUE
BRONZE,C574,"Malignant neoplasm of uterine adnexa, unspecified",TRUE
BRONZE,C577,Malignant neoplasm of other specified female genital organs,TRUE
BRONZE,C578,Malignant neoplasm of overlapping sites of female genital organs,TRUE
BRONZE,C579,"Malignant neoplasm of female genital organ, unspecified",TRUE
BRONZE,C58,Malignant neoplasm of placenta,TRUE
BRONZE,C600,Malignant neoplasm of prepuce,TRUE
BRONZE,C601,Malignant neoplasm of glans penis,TRUE
BRONZE,C602,Malignant neoplasm of body of penis,TRUE
BRONZE,C608,Malignant neoplasm of overlapping sites of penis,TRUE
BRONZE,C609,"Malignant neoplasm of penis, unspecified",TRUE
BRONZE,C61,Malignant neoplasm of prostate,TRUE
BRONZE,C6200,Malignant neoplasm of unspecified undescended testis,TRUE
BRONZE,C6201,Malignant neoplasm of undescended right testis,TRUE
BRONZE,C6202,Malignant neoplasm of undescended left testis,TRUE
BRONZE,C6210,Malignant neoplasm of unspecified descended testis,TRUE
BRONZE,C6211,Malignant neoplasm of descended right testis,TRUE
BRONZE,C6212,Malignant neoplasm of descended left testis,TRUE
BRONZE,C6290,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended",TRUE
BRONZE,C6291,"Malignant neoplasm of right testis, unspecified whether descended or undescended",TRUE
BRONZE,C6292,"Malignant neoplasm of left testis, unspecified whether descended or undescended",TRUE
BRONZE,C6300,Malignant neoplasm of unspecified epididymis,TRUE
BRONZE,C6301,Malignant neoplasm of right epididymis,TRUE
BRONZE,C6302,Malignant neoplasm of left epididymis,TRUE
BRONZE,C6310,Malignant neoplasm of unspecified spermatic cord,TRUE
BRONZE,C6311,Malignant neoplasm of right spermatic cord,TRUE
BRONZE,C6312,Malignant neoplasm of left spermatic cord,TRUE
BRONZE,C632,Malignant neoplasm of scrotum,TRUE
BRONZE,C637,Malignant neoplasm of other specified male genital organs,TRUE
BRONZE,C638,Malignant neoplasm of overlapping sites of male genital organs,TRUE
BRONZE,C639,"Malignant neoplasm of male genital organ, unspecified",TRUE
BRONZE,C641,"Malignant neoplasm of right kidney, except renal pelvis",TRUE
BRONZE,C642,"Malignant neoplasm of left kidney, except renal pelvis",TRUE
BRONZE,C649,"Malignant neoplasm of unspecified kidney, except renal pelvis",TRUE
BRONZE,C651,Malignant neoplasm of right renal pelvis,TRUE
BRONZE,C652,Malignant neoplasm of left renal pelvis,TRUE
BRONZE,C659,Malignant neoplasm of unspecified renal pelvis,TRUE
BRONZE,C661,Malignant neoplasm of right ureter,TRUE
BRONZE,C662,Malignant neoplasm of left ureter,TRUE
BRONZE,C669,Malignant neoplasm of unspecified ureter,TRUE
BRONZE,C670,Malignant neoplasm of trigone of bladder,TRUE
BRONZE,C671,Malignant neoplasm of dome of bladder,TRUE
BRONZE,C672,Malignant neoplasm of lateral wall of bladder,TRUE
BRONZE,C673,Malignant neoplasm of anterior wall of bladder,TRUE
BRONZE,C674,Malignant neoplasm of posterior wall of bladder,TRUE
BRONZE,C675,Malignant neoplasm of bladder neck,TRUE
BRONZE,C676,Malignant neoplasm of ureteric orifice,TRUE
BRONZE,C677,Malignant neoplasm of urachus,TRUE
BRONZE,C678,Malignant neoplasm of overlapping sites of bladder,TRUE
BRONZE,C679,"Malignant neoplasm of bladder, unspecified",TRUE
BRONZE,C680,Malignant neoplasm of urethra,TRUE
BRONZE,C681,Malignant neoplasm of paraurethral glands,TRUE
BRONZE,C688,Malignant neoplasm of overlapping sites of urinary organs,TRUE
BRONZE,C689,"Malignant neoplasm of urinary organ, unspecified",TRUE
BRONZE,C6900,Malignant neoplasm of unspecified conjunctiva,TRUE
BRONZE,C6901,Malignant neoplasm of right conjunctiva,TRUE
BRONZE,C6902,Malignant neoplasm of left conjunctiva,TRUE
BRONZE,C6910,Malignant neoplasm of unspecified cornea,TRUE
BRONZE,C6911,Malignant neoplasm of right cornea,TRUE
BRONZE,C6912,Malignant neoplasm of left cornea,TRUE
BRONZE,C6920,Malignant neoplasm of unspecified retina,TRUE
BRONZE,C6921,Malignant neoplasm of right retina,TRUE
BRONZE,C6922,Malignant neoplasm of left retina,TRUE
BRONZE,C6930,Malignant neoplasm of unspecified choroid,TRUE
BRONZE,C6931,Malignant neoplasm of right choroid,TRUE
BRONZE,C6932,Malignant neoplasm of left choroid,TRUE
BRONZE,C6940,Malignant neoplasm of unspecified ciliary body,TRUE
BRONZE,C6941,Malignant neoplasm of right ciliary body,TRUE
BRONZE,C6942,Malignant neoplasm of left ciliary body,TRUE
BRONZE,C6950,Malignant neoplasm of unspecified lacrimal gland and duct,TRUE
BRONZE,C6951,Malignant neoplasm of right lacrimal gland and duct,TRUE
